Name,Description,Date,RUN,SKI,DEADBALL BURPEES,BIKE,FARMER'S CARRY,SHUTTLE RUNS,RUSSIAN TWISTS,SANDBAG GAUNTLET,ROW,SQUAT THRUSTS,THE MULE,SLED PUSH & PULL
Donal O'Hanlon,Redline Mens Doubles,26-Jul-25,0:02:10,0:04:41,0:06:18,0:08:50,0:10:23,0:14:18,0:15:55,0:18:08,0:21:14,0:23:31,0:24:48,0:26:55
