Name,Description,Date,RUN,SKI,DEADBALL BURPEES,BIKE,FARMER'S CARRY,SHUTTLE RUNS,RUSSIAN TWISTS,SANDBAG GAUNTLET,ROW,SQUAT THRUSTS,THE MULE,SLED PUSH & PULL
Steve Cleary,Redline Fitness Games Singles Advanced,26-Jul-25,0:02:07,0:04:56,0:08:22,0:11:23,0:13:29,0:18:43,0:21:44,0:25:52,0:29:51,0:34:49,0:36:59,0:39:14
