Name,Description,Date,RUN,SKI,DEADBALL BURPEES,BIKE,FARMER'S CARRY,SHUTTLE RUNS,RUSSIAN TWISTS,SANDBAG GAUNTLET,ROW,SQUAT THRUSTS,THE MULE,SLED PUSH & PULL
Steve Cleary,Redline Fitness Games Singles Advanced,26-Jul-25,0:02:07,0:02:49,0:03:26,0:03:01,0:02:06,0:05:14,0:03:01,0:04:08,0:03:59,0:04:58,0:02:10,0:02:15
