Name,Description,Date,RUN,SKI,DEADBALL BURPEES,BIKE,FARMER'S CARRY,SHUTTLE RUNS,RUSSIAN TWISTS,SANDBAG GAUNTLET,ROW,SQUAT THRUSTS,THE MULE,SLED PUSH & PULL
Dennis Oh,Redline Mixed Doubles with Dee Lyn 16th Overall,26-Jul-25,0:02:07,0:04:47,0:06:37,0:09:04,0:10:52,0:14:38,0:16:17,0:18:27,0:21:21,0:23:33,0:25:06,0:26:57
