Name,Description,Date,RUN,SKI,DEADBALL BURPEES,BIKE,FARMER'S CARRY,SHUTTLE RUNS,RUSSIAN TWISTS,SANDBAG GAUNTLET,ROW,SQUAT THRUSTS,THE MULE,SLED PUSH & PULL
Dennis Oh,Redline Mixed Doubles with Dee Lyn 16th Overall,26-Jul-25,0:02:21,0:05:10,0:07:45,0:11:07,0:12:38,0:17:54,0:19:51,0:21:16,0:24:26,0:27:32,0:29:37,0:32:59
